text,author,date,product,thread_title,thread_url,is_original_post,source_platform,scraped_timestamp,is_solution,is_accepted
"[@anne_droid](https://www.dell.com/community/en/users/67e0562bd21b355b0d9cbdd8) ​ Hi,

Btw, thanks for suggestion

To clarify, the system is not hanging during boot. The failure happens before POST.

Each time I press the power button, only the Caps Lock LED turns on for ~3 seconds and then the laptop goes completely dead again. Repeating this cycle multiple times over 5–10 minutes eventually allows the EC to complete power initialization and the system finally turns on.

This occurs before BIOS or any boot device is accessed, so no OS, disk, or filesystem activity is involved. Once the laptop powers on, it boots normally.

I ve confirmed this is a hardware power-initialization issue: the CPU fan has failed, and the previous Dell charger died due to a DC-side cable short (brick → pin), which likely stressed the DC-in/EC circuitry. Because the issue is at EC/power-rail level, testing with another OS wouldn’t isolate it.",princekatariya09,2026-01-23T09:16:00Z,Vostro,No Boot Problem,https://www.dell.com/community/en/conversations/vostro/no-boot-problem/696fa4c8e3d7950ef0540149,False,Dell Forums,2026-01-28T09:53:07.765Z,False,False
I turned my Alienware laptop on for the first time in a couple months. The the rgb lights for the keyboard were off and the keyboard is non functional. I've tried using an external keyboard to try to troubleshoot and it still didn't work. I did a bios using the external keyboard to troubleshoot and it found no problems. I've tried a bios flash and disconnecting the keyboard ribbon cable and nothing worked. It did however work again once when I was logged into the laptop and left it on for a couple minutes but didn't work again after that.,Cal Drake,2026-01-17T09:27:00Z,Alienware,"m16 R1, keyboard and rgb not working",https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,True,Dell Forums,2026-01-28T09:54:33.504Z,,
"Before our users can assist, they need to know which specific Alienware laptop model.",DELL-ChrisM2,2026-01-17T14:34:00Z,Alienware,"m16 R1, keyboard and rgb not working",https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,False,Dell Forums,2026-01-28T09:54:33.504Z,False,False
m16 r1,Cal Drake,2026-01-17T16:53:00Z,Alienware,"m16 R1, keyboard and rgb not working",https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,False,Dell Forums,2026-01-28T09:54:33.504Z,False,False
"I have seen in the past that certain windows updates can cause issues with the keyboards, this is going back a fair while but it's possible that you have a similar issue. You could try a system restore to an earlier point and see if it makes any difference. Either that or a clean Windows reinstall. 

BIOS updates can also cause it but you've already tried reflashing the BIOS.

Did you run the hardware Diagnostic in the Boot Menu (F12)?",mattyb3,2026-01-18T23:40:00Z,Alienware,"m16 R1, keyboard and rgb not working",https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,False,Dell Forums,2026-01-28T09:54:33.504Z,False,False
"I have tried the hardware diagnostic using an external keyboard because the laptop keyboard is non functioning. It did not find anything wrong with the laptop, even when I disonnect the external keyboard. But I will try to go back a few Windows updates.",Cal Drake,2026-01-19T11:13:00Z,Alienware,"m16 R1, keyboard and rgb not working",https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,False,Dell Forums,2026-01-28T09:54:33.504Z,False,False
"I reflashed the current bios and it didn't work. I tried going down one version and it says ""bios version update blocked due to unsupported downgrade"". How can I go down one version. Also, the downgrade windows update didn't work.",Cal Drake,2026-01-19T13:58:00Z,Alienware,"m16 R1, keyboard and rgb not working",https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,False,Dell Forums,2026-01-28T09:54:33.504Z,False,False
"Interesting — when I search for “Pluton” in this community, the results only include “Plugin”. I know Dell recommends ignoring Windows Event Viewer, but out of curiosity I checked it anyway. On every boot I see this warning in the System log: _“Unable to load Pluton-Windows firmware. StatusCode: STATUS_SUCCESS, Reason: Failed to apply firmware.”_ Any idea how to fix this? Dell Precision 3590 BIOS 1.19.1",MN,2026-01-19T07:42:00,Precision,Unable to load Pluton-Windows firmware.,https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,True,Dell Forums,2026-01-28T09:54:57.710Z,,
"See here [https://learn.microsoft.com/en-us/windows/security/hardware-security/pluton/microsoft-pluton-security-processor](https://learn.microsoft.com/en-us/windows/security/hardware-security/pluton/microsoft-pluton-security-processor) That platform requires an AMD Ryzen CPU or Qualcomm Snapdragon, or a series 2 Intel core (Arrow Lake) CPU. Your system uses a Series 1 (Meteor Lake) CPU, so it won't support Pluton.",ejn63,2026-01-19T13:59:00,Precision,Unable to load Pluton-Windows firmware.,https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,False,Dell Forums,2026-01-28T09:54:57.710Z,False,False
Try using the Dell support assistant,HedgeFundManager,2026-01-19T12:41:00,Precision,Unable to load Pluton-Windows firmware.,https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,False,Dell Forums,2026-01-28T09:54:57.710Z,False,False
"Sorry, this is a waste of time. Processes are more important than content. I thought someone here might have had the same experience.",MN,2026-01-19T13:14:00,Precision,Unable to load Pluton-Windows firmware.,https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,False,Dell Forums,2026-01-28T09:54:57.710Z,False,False
"Thank you, understood.",MN,2026-01-19T14:13:00,Precision,Unable to load Pluton-Windows firmware.,https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,False,Dell Forums,2026-01-28T09:54:57.710Z,False,False
Pluton is part of Azure Sphere which is a new zero trust platform. [https://en.wikipedia.org/wiki/Azure_Sphere](https://en.wikipedia.org/wiki/Azure_Sphere),HedgeFundManager,2026-01-25T18:54:00,Precision,Unable to load Pluton-Windows firmware.,https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,False,Dell Forums,2026-01-28T09:54:57.710Z,False,False
"I was using my laptop when suddenly the screen turned off, and the charging light flickered 7 times white and 2 times amber. Is there a way I can fix this? My screen is not turning on and hard reset and diagnostics are not working. When connected to an external monitor, the external monitor works.",user_c02831,2026-01-27T00:50:00Z,Inspiron,"Screen turned off, 7/2 light pattern",https://www.dell.com/community/en/conversations/inspiron/screen-turned-off-72-light-pattern/6978523beaa515584646b0ed,True,Dell Forums,2026-01-28T09:55:16.074Z,,
"What is the computer model and the OS installed? Contact Dell GHN (Get Help Now) chat technical support Monday through Friday. Click the blue ""Get Help Now"" on the right to start a private live chat session. Share the private Service Tag with them so that they can verify the ownership and warranty status. This will also generate a unique Technical Support case for your unique Service Tag. If already out of warranty, click here for the Dell out of warranty offering.",DELL-Jesse L,2026-01-27T01:20:00Z,Inspiron,"Screen turned off, 7/2 light pattern",https://www.dell.com/community/en/conversations/inspiron/screen-turned-off-72-light-pattern/6978523beaa515584646b0ed,False,Dell Forums,2026-01-28T09:55:16.074Z,False,False
"Dell Inspiron 13 5310, windows 11",user_c02831,2026-01-27T01:23:00Z,Inspiron,"Screen turned off, 7/2 light pattern",https://www.dell.com/community/en/conversations/inspiron/screen-turned-off-72-light-pattern/6978523beaa515584646b0ed,False,Dell Forums,2026-01-28T09:55:16.074Z,False,False
"The code means the display is not being detected. See if you can get a self-test to run (hold D through powerup). If you can, the display is likely OK and the next step is to check the connection between the mainboard and display, which will require system disassembly. Service manual is here https://www.dell.com/support/product-details/en-sb/product/inspiron-13-5310-laptop/resources/manuals If you can't get a self-test to run, chances are the display has failed and will need replacement.",ejn63,2026-01-27T09:27:00Z,Inspiron,"Screen turned off, 7/2 light pattern",https://www.dell.com/community/en/conversations/inspiron/screen-turned-off-72-light-pattern/6978523beaa515584646b0ed,False,Dell Forums,2026-01-28T09:55:16.074Z,False,False
"Hello. Please help me to Unlock Bios Password.

1) CMMLMF93-8FC8

2) (Service tag removed for TOS Violation by Admin)-8FC8",ahsunny007,2026-01-27T04:36:00Z,Latitude,Forgotten bios unlock password,https://www.dell.com/community/en/conversations/latitude/forgotten-bios-unlock-password/69788712c678d13f02bf9253,True,Dell Forums,2026-01-28T09:55:34.490Z,,
"You will need to contact Dell Support for computer ownership verification.  Once you have completed this process they will assist you with password reset.

Contact Dell GHN (Get Help Now) chat technical support Monday through Friday. Click the blue ""Get Help Now"" on the right to start a private live chat session. Share the private Service Tag with them so that they can verify the ownership and warranty status. This will also generate a unique Technical Support case for your unique Service Tag. If already out of warranty, click [here](https://www.dell.com/support/kbdoc/en-us/000132374/how-to-arrange-an-out-of-warranty-repair-on-your-dell-system) for the Dell out of warranty offering.",DELL-Jesse L,2026-01-27T07:12:00Z,Latitude,Forgotten bios unlock password,https://www.dell.com/community/en/conversations/latitude/forgotten-bios-unlock-password/69788712c678d13f02bf9253,False,Dell Forums,2026-01-28T09:55:34.490Z,False,False
"No latitude 5530 administrator password locked won't boot without Administration password

_<To protect you, your private information was removed from public view. All applicable data was saved to your private Case. DELL-Admin>_",Casey2316,2026-01-27T15:19:00Z,Latitude,Forgotten bios unlock password,https://www.dell.com/community/en/conversations/latitude/forgotten-bios-unlock-password/69788712c678d13f02bf9253,False,Dell Forums,2026-01-28T09:55:34.490Z,False,False
You need to call Dell support with verification of ownership.,ejn63,2026-01-27T18:17:00Z,Latitude,Forgotten bios unlock password,https://www.dell.com/community/en/conversations/latitude/forgotten-bios-unlock-password/69788712c678d13f02bf9253,False,Dell Forums,2026-01-28T09:55:34.490Z,False,False
"Hello,

I got myself Dell Dock SD25TB5 for my Precision7680. Dock delivers up to 300W. But, Precision sees it only as 130W. What can I do to allow dock to deliver full power so I can use charge only through dock without barrel charger?

Thanks in advance,

Aleksandar",user_0d0059,2026-01-24T14:18:00Z,Precision,Precision 7680 and Dell SD25TB5 Dock with PD of 300W seen as 130W?,https://www.dell.com/community/en/conversations/precision-mobile-workstations/precision-7680-and-dell-sd25tb5-dock-with-pd-of-300w-seen-as-130w/69751aeae153922c02947964,True,Dell Forums,2026-01-28T09:55:54.569Z,,
"There's not much you can do -- only the latest systems can take 300W from a dock.  Yours is about three years old and limited to 130W.

If you want a system that can be completely powered by the dock, look into the new Dell Pro Max models.

Compatibility chart is here

[https://www.delltechnologies.com/asset/en-us/products/electronics-and-accessories/technical-support/dell_docking_compatibility_guide.pdf.external](https://www.delltechnologies.com/asset/en-us/products/electronics-and-accessories/technical-support/dell_docking_compatibility_guide.pdf.external)",ejn63,2026-01-24T16:41:00Z,Precision,Precision 7680 and Dell SD25TB5 Dock with PD of 300W seen as 130W?,https://www.dell.com/community/en/conversations/precision-mobile-workstations/precision-7680-and-dell-sd25tb5-dock-with-pd-of-300w-seen-as-130w/69751aeae153922c02947964,False,Dell Forums,2026-01-28T09:55:54.569Z,False,False
"Thank you so much for precise response! Dock compatibilty chart was really helpfull.

If I understood the chart properly, dock WD19DC will supply power over two Usb-c ports to my Precision 7680, using combined mode to get 210W (2x105W).

Can you maybe just tell me am I thinking straight so I can go and get that dock while there is availability, as I can not change my laptop.

Thank you in advance!",user_0d0059,2026-01-26T04:33:00Z,Precision,Precision 7680 and Dell SD25TB5 Dock with PD of 300W seen as 130W?,https://www.dell.com/community/en/conversations/precision-mobile-workstations/precision-7680-and-dell-sd25tb5-dock-with-pd-of-300w-seen-as-130w/69751aeae153922c02947964,False,Dell Forums,2026-01-28T09:55:54.569Z,False,False
"That's something you should verify directly with Dell, but that is not a Thunderbolt dock, if that's what you're looking for.",ejn63,2026-01-26T06:58:00Z,Precision,Precision 7680 and Dell SD25TB5 Dock with PD of 300W seen as 130W?,https://www.dell.com/community/en/conversations/precision-mobile-workstations/precision-7680-and-dell-sd25tb5-dock-with-pd-of-300w-seen-as-130w/69751aeae153922c02947964,False,Dell Forums,2026-01-28T09:55:54.569Z,False,False
"I have just taken delivery of my refurbished 7740 which is to replace my Latitude E7440 for use in the field filming wildlife. Dell supplied a 12volt cigarette socket charger for the Latitude but there is not one available for my new 7740.

I believe I can charge the 7740 using one of the Thunderbolt USB-C ports. Please advise and if you can recommend a 12volt USB-C charger.",steve_hi11,2026-01-23T10:07:00Z,Precision,Dell Precision 7740 12volt charging options,https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-precision-7740-12volt-charging-options/69738eb4e153922c026836fd,True,Dell Forums,2026-01-28T09:56:16.589Z,,
This system needs a 240W power supply -- I don't think you're going to find an adapter capable of that. The older system needed only 90W at most.,ejn63,2026-01-23T10:23:00Z,Precision,Dell Precision 7740 12volt charging options,https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-precision-7740-12volt-charging-options/69738eb4e153922c026836fd,False,Dell Forums,2026-01-28T09:56:16.589Z,False,False
Correct the mains charger is rated at 240W but that must be a maximum value for running the laptop whilst charging at the same time. I have heard that a 100w 12v USB-C charger will charge the laptop overnight when in hibernate mode or powered down. Looking for clarification and recommendations for such a charger. thanks for your reply.,steve_hi11,2026-01-23T18:45:00Z,Precision,Dell Precision 7740 12volt charging options,https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-precision-7740-12volt-charging-options/69738eb4e153922c026836fd,False,Dell Forums,2026-01-28T09:56:16.589Z,False,False
"Hi

Perhaps....

[https://uk.ugreen.com/collections/car-charger/products/nexode-145w-car-charger-retractable-cable](https://uk.ugreen.com/collections/car-charger/products/nexode-145w-car-charger-retractable-cable)

[https://www.otterbox.co.uk/en-gb/fast-charge-dual-port-car-charger-100w-black/77-98237.html](https://www.otterbox.co.uk/en-gb/fast-charge-dual-port-car-charger-100w-black/77-98237.html)

or maybe I am missing the point.

Regards

anne_droid",anne_droid,2026-01-25T08:25:00Z,Precision,Dell Precision 7740 12volt charging options,https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-precision-7740-12volt-charging-options/69738eb4e153922c026836fd,False,Dell Forums,2026-01-28T09:56:16.589Z,False,False
"I have a wonky touch pad where the left side leans downwards. This isn't the actual image, this is just an illustration.

As you can see, like in the image, this creates a gap along the edge, (on the left side), whilst the right side of the touchpad remains flushed with the palm rest. When operating the thing, when I left click on the touchpad, I would often have to pressure press for a response. When I close the lid and inspect the innards, I find no issue that I can see. I open the lid, and I find dust on my screen.

So, I remove the battery. The battery looks dusty. I clean it. I remove the touchpad. The touch pad is straight, and there doesn't appear to be anything wrong with the bracket which holds the touch pad in place either.

I think the body might be warped.

I've checked the hinges, the screen, the lid, removed the bezel, checked the hinges.... EVE RY THINN G... and still, I cannot find the cause of the wonky touchpad or warped body issue. I do think the body is warped somehow?

I cannot solve this. Any ideas? 🙏

This is a DELL VOSTRO 14 3420.

Karl.",WombatInAShirt,2025-12-26T13:29:00Z,Vostro,Uneven And Touchpad On The One Side - I suspect A Warped Shell Casing - DELL  VOSTRO 14 3420,https://www.dell.com/community/en/conversations/vostro/uneven-and-touchpad-on-the-one-side-i-suspect-a-warped-shell-casing-dell-vostro-14-3420/694ed3ff72c11a30ab071a71,True,Dell Forums,2026-01-28T09:56:46.287Z,,
"If the system does return to normal with the battery removed, it sounds like the battery may be swollen. If it does not, replace the palmrest assembly.
[https://www.parts-people.com/index.php?action=category&id=145&subid=1590&refine=14+palmrest](https://www.parts-people.com/index.php?action=category&id=145&subid=1590&refine=14+palmrest)",ejn63,2025-12-26T13:44:00Z,Vostro,Uneven And Touchpad On The One Side - I suspect A Warped Shell Casing - DELL  VOSTRO 14 3420,https://www.dell.com/community/en/conversations/vostro/uneven-and-touchpad-on-the-one-side-i-suspect-a-warped-shell-casing-dell-vostro-14-3420/694ed3ff72c11a30ab071a71,False,Dell Forums,2026-01-28T09:56:46.287Z,False,False
"Nope. Not the battery. Like I wrote, I've already inspected it. One detail I forgot to mention; I've already replaced the palm rest. The warping was already present with the old palm rest. But, the reason for the replacement was because of the broken key. So, hence why I'm here trying to figure out how to find and fix the warping issue.",WombatInAShirt,2025-12-26T18:21:00Z,Vostro,Uneven And Touchpad On The One Side - I suspect A Warped Shell Casing - DELL  VOSTRO 14 3420,https://www.dell.com/community/en/conversations/vostro/uneven-and-touchpad-on-the-one-side-i-suspect-a-warped-shell-casing-dell-vostro-14-3420/694ed3ff72c11a30ab071a71,False,Dell Forums,2026-01-28T09:56:46.287Z,False,False
"I removed the touchpad, and reinstalled it again. I tightened the hinges on the palmrest only which improved things. The touchpad is almost level with the palmrest now.",WombatInAShirt,2025-12-27T00:26:00Z,Vostro,Uneven And Touchpad On The One Side - I suspect A Warped Shell Casing - DELL  VOSTRO 14 3420,https://www.dell.com/community/en/conversations/vostro/uneven-and-touchpad-on-the-one-side-i-suspect-a-warped-shell-casing-dell-vostro-14-3420/694ed3ff72c11a30ab071a71,False,Dell Forums,2026-01-28T09:56:46.287Z,True,False
What for 1 amber 6 white light after 30 shutting down the laptop and it happened continuously until the battery got drained in Dell G 5520 Laptop,Jatinjamdagni,2026-01-27T21:43:00,Inspiron,What for 1 amber 6 white light,https://www.dell.com/community/en/conversations/inspiron/what-for-1-amber-6-white-light/697977c5c678d13f02ddae7b,True,Dell Forums,2026-01-28T09:57:05.770Z,,
"This is an embedded controller failure --  a chip on the mainboard that handles peripherals including the keyboard, power adapter, etc.

First thing to try is a power down, cover removal and disconnecting the battery from the system board.  Hold the power button for 30 sec and then reassemble and see if the error is gone.  If it isn't,

The system either needs a board-level soldering repair (replacement of that chip) or a replacement mainboard.",ejn63,2026-01-27T21:52:00,Inspiron,What for 1 amber 6 white light,https://www.dell.com/community/en/conversations/inspiron/what-for-1-amber-6-white-light/697977c5c678d13f02ddae7b,False,Dell Forums,2026-01-28T09:57:05.770Z,True,False
